Date,News,Prediction
19/07/2022, russian and iran ink 40 billion oil and gas agreement, INCREASE
19/07/2022, libya’s el feel oil field resumes production, INCREASE
19/07/2022, us gasoline prices fall below 450 per gallon, INCREASE
19/07/2022, chinese regulators to fine didi 1 billion as tech crackdown nears end, INCREASE
19/07/2022, putin and erdogan meet to discuss ukrainian grain exports, INCREASE
19/07/2022, germanys chemicals industry risks shutdowns amid gas shortage, INCREASE
19/07/2022, canada plans to cap emissions from oil and gas sector, INCREASE
19/07/2022, eu doesnt expect russia to restart nord stream flows as planned, INCREASE
19/07/2022, france bails out energy giant edf, INCREASE
19/07/2022, democratic senators call on biden to declare climate emergency, INCREASE
19/07/2022, scores of fuel ships stranded off mexico as pemex debt mounts, INCREASE
20/07/2022, biden fails to declare ‘climate emergency’, DECREASE
20/07/2022, gazprom preparing to restart flows to europe thursday, DECREASE
20/07/2022, putin even launch of nord stream 2 cant help with europes gas shortage, DECREASE
20/07/2022, ieaglobal electricity demand has slowed dramatically, DECREASE
20/07/2022, baker hughes oil market faces“unusual set of circumstances”, DECREASE
20/07/2022, china accelerates approvals of coalfired power plants, DECREASE
20/07/2022, eu urges countries to cut gas consumption by 15, DECREASE
21/07/2022, spain, DECREASE
21/07/2022, iea chief europe must cut gas usage 20 to survive winter, DECREASE
21/07/2022, wti dips back below 100, DECREASE
21/07/2022, russia blames western sanctions for lower gas supply to europe, DECREASE
21/07/2022, conocophillips considers exiting us gulf of mexico, DECREASE
21/07/2022, us military warns against sending pelosi to taiwan, DECREASE
21/07/2022, us hopes for price cap on russian oil by yearend, DECREASE
21/07/2022, shell seeks 15 billion from gulf of mexico asset sales, DECREASE
21/07/2022, spain does not support eus proposal to cut gas use by 15, DECREASE
22/07/2022, nigeria unable to benefit from high oil prices, INCREASE
22/07/2022, clashes break out in tripoli as libya resumes oil exports, INCREASE
22/07/2022, pierre andurand sees oil demand surprising to the upside, INCREASE
22/07/2022, switzerland releases emergency oil reserves, INCREASE
22/07/2022, energy spat between mexico and the us escalates, INCREASE
22/07/2022, totalenergies plans fuel price reductions to help consumers, INCREASE
22/07/2022, exxon plans another 35 wells offshore guyana, INCREASE
22/07/2022, germany agrees to 15 billion bailout for uniper, INCREASE
25/07/2022, china and india are buying less russian crude, DECREASE
25/07/2022, brentwti spread widens to over 8 as us gasoline demand slows, DECREASE
25/07/2022, high energy prices force one in six german firms to cut production, DECREASE
25/07/2022, nord stream gas flows drop again as gazprom halts another turbine, DECREASE
25/07/2022, opec is now 284 million bpd below its oil production target, DECREASE
25/07/2022, sri lanka introduces new fuel rationing scheme, DECREASE
25/07/2022, turbine trouble could cause further gas supply shortages in europe, DECREASE
25/07/2022, eu members clash over natural gas consumption plan, DECREASE
25/07/2022, canada considers softening oil industry emission targets, DECREASE
25/07/2022, libya’s oil output jumps to 860, DECREASE
26/07/2022, large crude draw adds to bullish sentiment, INCREASE
26/07/2022, when future oil wealth and current debt collide, INCREASE
26/07/2022, rosneft begins arctic oil terminal construction, INCREASE
26/07/2022, white house issues notice of sale for 20 million barrels of oil from spr, INCREASE
26/07/2022, russia cuts gas supply to german energy giant uniper even further, INCREASE
26/07/2022, trade unions extend strike at shells prelude lng, INCREASE
26/07/2022, saudi arabia to create 80 billion investment fund for neom megaproject, INCREASE
26/07/2022, russia to leave iss as space shakeup continues, INCREASE
26/07/2022, sec investigates coinbase over securities listings, INCREASE
26/07/2022, ukraine accuses gazprom of sharply hiking gas pipeline pressure, INCREASE
26/07/2022, eu ministers sign off on voluntary gas cuts, INCREASE
27/07/2022, germany could still avoid severe gas shortages, INCREASE
27/07/2022, uk energy bills to soar more than expected, INCREASE
27/07/2022, oil prices rise after us fed hikes interest rates, INCREASE
27/07/2022, european gas prices spike 30 after russian supply cuts, INCREASE
27/07/2022, japan signs its most expensive coal supply deal ever, INCREASE
27/07/2022, dramatic heatwave threatens uzbekistan’s electric grid, INCREASE
27/07/2022, nord stream 1 nominations halve on wednesday, INCREASE
27/07/2022, equinor boosts dividends and buybacks after tripling q2 earnings, INCREASE
27/07/2022, nigerian oil pipeline runs dry as rampant oil theft plagues country, INCREASE
27/07/2022, exxon strikes oil again in guyana, INCREASE
28/07/2022, china claims first offshore shale oil and gas discovery, INCREASE
28/07/2022, gas levy could triple household heating bills in germany, INCREASE
28/07/2022, flash floods disrupt operations at middle east’s largest oil bunkering hub, INCREASE
28/07/2022, opec may keep production quota unchanged at next week’s meeting, INCREASE
28/07/2022, grid constraints could lead to ban on new housing in west london, INCREASE
28/07/2022, iea global coal demand on track to match record, INCREASE
28/07/2022, us agency back kosovos ailing energy sector with 237 million commitment, INCREASE
28/07/2022, argument over gas turbine continues to disrupt russian gas flows, INCREASE
28/07/2022, repsol’s earnings jump fourfold amid soaring oil and gas prices, INCREASE
28/07/2022, totalenergies profit more than doubles on high oil and gas prices, INCREASE
28/07/2022, shell books record profit as commodity prices rally, INCREASE
29/07/2022, gas demand declines as prices soar, DECREASE
29/07/2022, energy aspects crude oil demand not declining in recession pattern, DECREASE
29/07/2022, oil prices soar as market shrugs off recession fears, DECREASE
29/07/2022, russia asks for lng payments via moscow bank, DECREASE
29/07/2022, eni steps up buybacks after quadrupling q2 earnings, DECREASE
29/07/2022, german cities begin turning off lights to save energy, DECREASE
29/07/2022, saudi arabia, DECREASE
15/08/2022, permian basin on track for record september production, DECREASE
15/08/2022, china’s crude processing dips to lowest since march 2020, DECREASE
15/08/2022, california might keep one nuclear plant open, DECREASE
15/08/2022, german households will foot the bill for new gas tax, DECREASE
15/08/2022, switzerland considers switching to oil for power plants, DECREASE
15/08/2022, germany hits 75 gas in storage goal ahead of schedule, DECREASE
15/08/2022, bill gatesbacked firm raises 750m to develop small nuclear reactors, DECREASE
15/08/2022, kosovo limits electricity distribution due to high import costs, DECREASE
15/08/2022, gasoline prices could climb as demand destruction fears evaporate, DECREASE
15/08/2022, saudi prince made huge bets on russian energy around start of ukraine war, DECREASE
15/08/2022, aramco q2 profit soars 90 on higher oil prices, DECREASE
16/08/2022, wti stops slide as api figures show major gasoline draw, INCREASE
16/08/2022, wti crude falls to lowest level since january, INCREASE
16/08/2022, latin america’s crude exports drop in august, INCREASE
16/08/2022, hydropower in china struggles amid worst heatwave in decades, INCREASE
16/08/2022, europe’s power prices surge to new record, INCREASE
16/08/2022, eu boosts military funding to mozambique to secure gas projects, INCREASE
16/08/2022, gazprom’s gas exports have sunk by 36 this year, INCREASE
16/08/2022, bp to sell mexican oil assets as it ramps up renewable business, INCREASE
16/08/2022, germany signs preliminary deal to ramp up lng import capacity, INCREASE
17/08/2022, israel planning clean energy ‘revolution’ in middle east, DECREASE
17/08/2022, iran set to boost oil exports in august, DECREASE
17/08/2022, gulf of mexico oil leases up in the air amid another court ruling, DECREASE
17/08/2022, german uniper says it’s facing insolvency amid 12 billion loss, DECREASE
17/08/2022, al ghais opec isnt responsible for inflation, DECREASE
17/08/2022, pemex board balks at cost overruns at mega oil refinery, DECREASE
17/08/2022, australian oil major stuns market with approval of alaska oil project, DECREASE
17/08/2022, dutch government to decide whether to fill norg gas storage above 80, DECREASE
17/08/2022, russia’s natural gas production falls for three consecutive months  , DECREASE
18/08/2022, us natural gas storage sees minimal injection as exports rise, INCREASE
18/08/2022, outage at oilfired plant in sweden adds to power supply issues, INCREASE
18/08/2022, russia says it needs oil storage facilities amid western sanctions, INCREASE
18/08/2022, us refiners undeterred by recession fears, INCREASE
18/08/2022, russia rejects un proposal to demilitarize zaporizhzhya nuclear plant, INCREASE
18/08/2022, germany lowers gas sales tax to ease burden on consumers, INCREASE
18/08/2022, india to delay coal plant closure, INCREASE
19/08/2022, gazprom will halt nord stream gas flows on aug 31, DECREASE
19/08/2022, berkshire cleared to purchase up to 50 common oxy stock, DECREASE
19/08/2022, france prefers lng terminals to new gas pipeline, DECREASE
19/08/2022, judge deals blow to michigans attempt to shut down line 5, DECREASE
19/08/2022, ukraine russia plans to switch off zaporizhzhya nuclear plant from grid, DECREASE
19/08/2022, energy inflation threatens thousands of uk businesses, DECREASE
19/08/2022, energy prices trigger deindustrialization in germany, DECREASE
19/08/2022, shell slashes refinery output in eu as drought disrupts transportation, DECREASE
19/08/2022, chinas oil and gas production hits record, DECREASE
22/08/2022, us strategic petroleum reserve falls to 35year low, INCREASE
22/08/2022, europe splurges on russian oil as eu ban nears, INCREASE
22/08/2022, europe’s energy prices soar to new records as russia plans gas cuts, INCREASE
22/08/2022, china extends power curbs as heatwave and drought persist, INCREASE
22/08/2022, gasoline prices dip for 10th straight week, INCREASE
22/08/2022, buffett doesn’t plan to take over occidental, INCREASE
22/08/2022, libya’s oil production rebounds to top 12 million bpd, INCREASE
22/08/2022, india revives oilfield after 15 years of slumber, INCREASE
22/08/2022, eni, INCREASE
23/08/2022, oil prices rise on major crude inventory draw, INCREASE
23/08/2022, freeport lng pushes back restart, INCREASE
23/08/2022, norway to maintain high gas production through end of decade, INCREASE
23/08/2022, scientists find way to recycle wind turbine blades into gummy bears, INCREASE
23/08/2022, germany could adjust new gas levy as soon as this winter, INCREASE
23/08/2022, india’s oil production fell 4 in july, INCREASE
23/08/2022, eu energy crisis forces major fertilizer producer to halt production, INCREASE
23/08/2022, iran slams us for procrastinating on nuclear deal, INCREASE
23/08/2022, europe gas prices break records on winter crunch fears, INCREASE
24/08/2022, lagging demand won’t keep gas prices from soaring again, DECREASE
24/08/2022, india cuts us crude imports by 50 as it buys discounted russian crude, DECREASE
24/08/2022, us diesel prices climb for first time in two months, DECREASE
24/08/2022, north sea gas production increases 26, DECREASE
